designation,l,b,dl,db,ra,dec,dra,ddec
SSTSMOGA G101.5309+02.8184,101.530993,2.818417,0.3,0.3,329.076288,58.21625,0.3,0.3
SSTSMOGA G102.0192+01.4754,102.019222,1.475408,0.3,0.3,331.329167,57.439695,0.3,0.3
SSTSMOGA G102.0341+01.5696,102.034149,1.569681,0.3,0.3,331.247962,57.524575,0.3,0.3
SSTSMOGA G102.0330+01.6135,102.033077,1.613503,0.3,0.3,331.198051,57.559273,0.3,0.3
SSTSMOGA G102.0338+01.4487,102.033883,1.448739,0.3,0.3,331.380382,57.426809,0.3,0.3
SSTSMOGA G109.1060+02.1691,109.106086,2.169114,0.3,0.3,342.566349,61.74404,0.3,0.3
SSTSMOGA G109.1090+00.8768,109.109075,0.876828,0.3,0.3,343.753884,60.585543,0.3,0.3
SSTSMOGA G106.9620-00.2029,106.962077,-0.202983,0.3,0.3,340.931649,58.6516,0.3,0.3
SSTSMOGA G109.1062+00.1803,109.106262,0.180303,0.3,0.3,344.351133,59.955114,0.3,0.3
SSTSMOGA G102.0379+02.8635,102.037988,2.863522,0.3,0.3,329.787195,58.562092,0.3,0.3
SSTSMOGA G101.5507+02.4091,101.550734,2.409147,0.3,0.3,329.580442,57.905188,0.3,0.3
SSTSMOGA G106.9563+02.5707,106.956383,2.570758,0.3,0.3,338.222544,61.069522,0.3,0.3
SSTSMOGA G101.5549+02.5949,101.55499,2.594925,0.3,0.3,329.372388,58.054729,0.3,0.3
SSTSMOGA G106.9785+01.8785,106.978555,1.8785,0.3,0.3,338.972775,60.481678,0.3,0.3
SSTSMOGA G106.9804+00.1829,106.980407,0.182931,0.3,0.3,340.610376,59.000326,0.3,0.3
SSTSMOGA G101.5413+02.5405,101.541321,2.5405,0.3,0.3,329.415004,58.003354,0.3,0.3
SSTSMOGA G106.9859+01.4217,106.985939,1.421781,0.3,0.3,339.440341,60.088063,0.3,0.3
SSTSMOGA G102.0473+02.9098,102.047383,2.90982,0.3,0.3,329.747403,58.604534,0.3,0.3
SSTSMOGA G109.0888+02.2551,109.088864,2.255108,0.3,0.3,342.452011,61.813089,0.3,0.3
SSTSMOGA G106.9686+00.5466,106.968619,0.546678,0.3,0.3,340.251553,59.314347,0.3,0.3
SSTSMOGA G102.0464+02.8662,102.046407,2.866242,0.3,0.3,329.796816,58.569367,0.3,0.3
SSTSMOGA G108.6500+02.6020,108.650002,2.602033,0.3,0.3,341.288226,61.920275,0.3,0.3
SSTSMOGA G108.6191+02.3592,108.619145,2.359247,0.3,0.3,341.469518,61.691018,0.3,0.3
SSTSMOGA G109.0833+01.2241,109.083385,1.224097,0.3,0.3,343.397268,60.886985,0.3,0.3
SSTSMOGA G108.1985+01.3949,108.198503,1.394969,0.3,0.3,341.622113,60.641654,0.3,0.3
SSTSMOGA G108.2054+00.1518,108.205482,0.151858,0.3,0.3,342.766326,59.537143,0.3,0.3
SSTSMOGA G109.1214+01.1529,109.121472,1.15295,0.3,0.3,343.531461,60.839627,0.3,0.3
SSTSMOGA G109.1214+01.1211,109.121489,1.121106,0.3,0.3,343.559962,60.810973,0.3,0.3
SSTSMOGA G109.1217+00.7950,109.12177,0.795053,0.3,0.3,343.849072,60.517292,0.3,0.3
SSTSMOGA G108.2190+00.1347,108.219082,0.134722,0.3,0.3,342.805404,59.527871,0.3,0.3
SSTSMOGA G108.6192+01.6623,108.619272,1.662344,0.3,0.3,342.138188,61.07206,0.3,0.3
SSTSMOGA G108.1962+00.4154,108.196293,0.415467,0.3,0.3,342.516355,59.768712,0.3,0.3
SSTSMOGA G108.6478+00.1848,108.647826,0.184819,0.3,0.3,343.523188,59.761867,0.3,0.3
SSTSMOGA G104.1866+02.3525,104.186674,2.35255,0.3,0.3,333.745237,59.405092,0.3,0.3
SSTSMOGA G108.2192+00.0177,108.219223,0.017781,0.3,0.3,342.908118,59.423211,0.3,0.3
SSTSMOGA G108.2215+00.1708,108.22158,0.170814,0.3,0.3,342.778064,59.56129,0.3,0.3
SSTSMOGA G108.2215+00.1375,108.221588,0.137564,0.3,0.3,342.80733,59.531532,0.3,0.3
SSTSMOGA G108.1964+00.3125,108.196419,0.312567,0.3,0.3,342.608215,59.676824,0.3,0.3
SSTSMOGA G108.6313+00.4869,108.631388,0.486964,0.3,0.3,343.229876,60.026284,0.3,0.3
SSTSMOGA G108.6314+00.3608,108.631461,0.360797,0.3,0.3,343.340747,59.912973,0.3,0.3
SSTSMOGA G108.2057+00.1499,108.205785,0.149928,0.3,0.3,342.768559,59.535551,0.3,0.3
SSTSMOGA G107.4274+00.1148,107.427428,0.114828,0.3,0.3,341.440627,59.150042,0.3,0.3
SSTSMOGA G108.6434+00.4238,108.643426,0.423839,0.3,0.3,343.306989,59.974873,0.3,0.3
SSTSMOGA G107.4382+00.9912,107.438215,0.991269,0.3,0.3,340.648202,59.92909,0.3,0.3
SSTSMOGA G107.4403+00.7279,107.440367,0.727983,0.3,0.3,340.899544,59.698108,0.3,0.3
SSTSMOGA G108.7331+00.0682,108.733155,0.0682,0.3,0.3,343.776132,59.693882,0.3,0.3
SSTSMOGA G107.4445+00.0087,107.444586,0.008753,0.3,0.3,341.565923,59.063973,0.3,0.3
SSTSMOGA G108.2012+01.6104,108.201211,1.610411,0.3,0.3,341.422947,60.833865,0.3,0.3
SSTSMOGA G108.7498+00.2515,108.749855,0.251547,0.3,0.3,343.648127,59.866347,0.3,0.3
SSTSMOGA G108.7520+00.4858,108.752081,0.485856,0.3,0.3,343.448121,60.078216,0.3,0.3
SSTSMOGA G108.2035+00.1500,108.203546,0.150086,0.3,0.3,342.764468,59.534693,0.3,0.3
SSTSMOGA G108.2058+00.1445,108.205888,0.144525,0.3,0.3,342.773495,59.530762,0.3,0.3
SSTSMOGA G108.2150+00.1527,108.215029,0.152781,0.3,0.3,342.782368,59.542228,0.3,0.3
SSTSMOGA G108.7691+01.7006,108.769096,1.700669,0.3,0.3,342.378642,61.174101,0.3,0.3
SSTSMOGA G108.7693+00.4179,108.76937,0.417897,0.3,0.3,343.538693,60.024617,0.3,0.3
SSTSMOGA G108.2241+00.1391,108.224138,0.139097,0.3,0.3,342.810485,59.534041,0.3,0.3
SSTSMOGA G107.4471+00.4240,107.447096,0.424094,0.3,0.3,341.192746,59.4329,0.3,0.3
SSTSMOGA G108.1945+00.4370,108.194548,0.437047,0.3,0.3,342.493976,59.787201,0.3,0.3
SSTSMOGA G108.7594+02.7150,108.759457,2.715042,0.3,0.3,341.382158,62.071207,0.3,0.3
SSTSMOGA G108.7618+00.4513,108.761868,0.451339,0.3,0.3,343.495973,60.051439,0.3,0.3
SSTSMOGA G108.7618+02.7002,108.76189,2.700236,0.3,0.3,341.401451,62.05923,0.3,0.3
SSTSMOGA G108.2015+00.4220,108.201496,0.422017,0.3,0.3,342.519737,59.776902,0.3,0.3
SSTSMOGA G108.7572+00.4066,108.757245,0.406658,0.3,0.3,343.526662,60.009216,0.3,0.3
SSTSMOGA G108.7385+01.6502,108.738498,1.650244,0.3,0.3,342.369297,61.115298,0.3,0.3
SSTSMOGA G108.2016+00.6264,108.201621,0.626481,0.3,0.3,342.336344,59.959467,0.3,0.3
SSTSMOGA G108.2017+00.1506,108.201713,0.150639,0.3,0.3,342.760746,59.53437,0.3,0.3
SSTSMOGA G104.1816+01.1367,104.181676,1.136747,0.3,0.3,335.04086,58.390011,0.3,0.3
SSTSMOGA G107.4367+02.2040,107.436779,2.204014,0.3,0.3,339.459059,60.990755,0.3,0.3
SSTSMOGA G108.2134+00.6291,108.213422,0.629128,0.3,0.3,342.354984,59.967161,0.3,0.3
SSTSMOGA G108.2156+00.5772,108.215657,0.577275,0.3,0.3,342.405705,59.921902,0.3,0.3
SSTSMOGA G108.7314+02.7224,108.731468,2.722472,0.3,0.3,341.321954,62.064764,0.3,0.3
SSTSMOGA G108.7386+01.6589,108.738596,1.658903,0.3,0.3,342.361378,61.123067,0.3,0.3
SSTSMOGA G108.7408+00.4955,108.740831,0.495578,0.3,0.3,343.419315,60.08204,0.3,0.3
SSTSMOGA G108.1950+00.4390,108.195032,0.439094,0.3,0.3,342.493005,59.789247,0.3,0.3
SSTSMOGA G104.1688+00.0044,104.168807,0.004425,0.3,0.3,336.168869,57.429135,0.3,0.3
SSTSMOGA G108.2018+00.6273,108.201863,0.627317,0.3,0.3,342.33602,59.960323,0.3,0.3
SSTSMOGA G108.2042+00.6243,108.204202,0.624333,0.3,0.3,342.342882,59.958718,0.3,0.3
SSTSMOGA G108.2134+00.4234,108.213468,0.423439,0.3,0.3,342.539715,59.783552,0.3,0.3
SSTSMOGA G108.2247+00.1451,108.22471,0.145175,0.3,0.3,342.806152,59.539737,0.3,0.3
SSTSMOGA G108.7530+00.8862,108.753,0.886258,0.3,0.3,343.095081,60.438285,0.3,0.3
SSTSMOGA G107.4283+02.0889,107.428349,2.088944,0.3,0.3,339.559923,60.886297,0.3,0.3
SSTSMOGA G108.7576+00.4937,108.757687,0.493719,0.3,0.3,343.45134,60.087738,0.3,0.3
SSTSMOGA G108.7600+00.4881,108.760062,0.488169,0.3,0.3,343.460487,60.083784,0.3,0.3
SSTSMOGA G108.7601+02.7026,108.760099,2.702675,0.3,0.3,341.39565,62.060557,0.3,0.3
SSTSMOGA G108.1783+00.1298,108.178313,0.129853,0.3,0.3,342.737764,59.505323,0.3,0.3
SSTSMOGA G108.1577+00.1724,108.157724,0.172469,0.3,0.3,342.663891,59.534236,0.3,0.3
SSTSMOGA G108.7459+00.4500,108.745914,0.45,0.3,0.3,343.468397,60.043269,0.3,0.3
SSTSMOGA G108.7508+00.4461,108.750801,0.446114,0.3,0.3,343.480599,60.041907,0.3,0.3
SSTSMOGA G108.7554+00.4503,108.755437,0.450364,0.3,0.3,343.485236,60.047755,0.3,0.3
SSTSMOGA G104.1783+01.6007,104.178307,1.600764,0.3,0.3,334.546844,58.776034,0.3,0.3
SSTSMOGA G108.1927+00.1190,108.192696,0.119069,0.3,0.3,342.772611,59.502094,0.3,0.3
SSTSMOGA G108.7461+00.5846,108.746124,0.584664,0.3,0.3,343.350549,60.164447,0.3,0.3
SSTSMOGA G108.1714+00.5692,108.17148,0.569244,0.3,0.3,342.334328,59.894788,0.3,0.3
SSTSMOGA G108.7510+00.4957,108.751034,0.495722,0.3,0.3,343.437586,60.086631,0.3,0.3
SSTSMOGA G108.7533+01.3068,108.753388,1.306839,0.3,0.3,342.714677,60.815213,0.3,0.3
SSTSMOGA G108.7630+00.4042,108.763064,0.404289,0.3,0.3,343.539204,60.009621,0.3,0.3
SSTSMOGA G107.4437+02.6059,107.443752,2.605983,0.3,0.3,339.060748,61.343929,0.3,0.3
SSTSMOGA G104.1676+02.4763,104.167598,2.476334,0.3,0.3,333.57714,59.496666,0.3,0.3
SSTSMOGA G108.1603+00.1878,108.160374,0.187803,0.3,0.3,342.655024,59.549134,0.3,0.3
SSTSMOGA G108.7631+02.7882,108.763099,2.788208,0.3,0.3,341.316213,62.137649,0.3,0.3
SSTSMOGA G108.7673+02.3609,108.767328,2.360995,0.3,0.3,341.744999,61.760989,0.3,0.3
SSTSMOGA G107.4247+01.4005,107.424696,1.400539,0.3,0.3,340.232481,60.282298,0.3,0.3
SSTSMOGA G108.1695+00.1259,108.169585,0.125975,0.3,0.3,342.725791,59.497955,0.3,0.3
SSTSMOGA G108.1584+02.0029,108.158476,2.002919,0.3,0.3,340.96666,61.16089,0.3,0.3
SSTSMOGA G108.7491+00.4108,108.749142,0.410844,0.3,0.3,343.508422,60.009449,0.3,0.3
SSTSMOGA G108.7562+00.4740,108.756257,0.474047,0.3,0.3,343.465993,60.069418,0.3,0.3
SSTSMOGA G108.7586+03.0139,108.758647,3.013897,0.3,0.3,341.081157,62.335048,0.3,0.3
SSTSMOGA G108.1768+00.1550,108.176815,0.155094,0.3,0.3,342.712891,59.527236,0.3,0.3
SSTSMOGA G104.1846+01.7201,104.184684,1.720164,0.3,0.3,334.429615,58.879063,0.3,0.3
SSTSMOGA G108.7327+02.3579,108.732727,2.357989,0.3,0.3,341.683093,61.742394,0.3,0.3
SSTSMOGA G108.1904+00.4365,108.190465,0.436506,0.3,0.3,342.487214,59.784881,0.3,0.3
SSTSMOGA G108.1630+02.6453,108.163049,2.645383,0.3,0.3,340.336984,61.728513,0.3,0.3
SSTSMOGA G108.7493+00.4360,108.749328,0.436072,0.3,0.3,343.486724,60.03223,0.3,0.3
SSTSMOGA G108.7683+02.4164,108.768304,2.416472,0.3,0.3,341.692775,61.810678,0.3,0.3
SSTSMOGA G108.7374+00.0394,108.737488,0.039414,0.3,0.3,343.808528,59.669799,0.3,0.3
SSTSMOGA G104.1359+02.8771,104.135913,2.877139,0.3,0.3,333.075649,59.808836,0.3,0.3
SSTSMOGA G104.1359+01.2773,104.135919,1.277394,0.3,0.3,334.820684,58.482703,0.3,0.3
SSTSMOGA G108.7376+00.5030,108.737648,0.503067,0.3,0.3,343.407006,60.087381,0.3,0.3
SSTSMOGA G108.1702+00.9172,108.170207,0.917217,0.3,0.3,342.015477,60.204218,0.3,0.3
SSTSMOGA G107.3950+01.6656,107.395077,1.665606,0.3,0.3,339.921355,60.500261,0.3,0.3
SSTSMOGA G108.7688+00.2297,108.768872,0.229764,0.3,0.3,343.701076,59.854975,0.3,0.3
SSTSMOGA G108.6960+00.2712,108.696038,0.271197,0.3,0.3,343.534585,59.860623,0.3,0.3
SSTSMOGA G104.1624+01.9300,104.162481,1.930053,0.3,0.3,334.167881,59.041335,0.3,0.3
SSTSMOGA G107.4166+01.0806,107.416649,1.080617,0.3,0.3,340.525464,59.997453,0.3,0.3
SSTSMOGA G108.1568+00.1349,108.156804,0.134947,0.3,0.3,342.695363,59.500268,0.3,0.3
SSTSMOGA G104.1415+02.7071,104.141531,2.707189,0.3,0.3,333.276697,59.672269,0.3,0.3
SSTSMOGA G104.1345+02.8763,104.134567,2.876308,0.3,0.3,333.074395,59.807387,0.3,0.3
SSTSMOGA G108.7083+01.6261,108.70833,1.626175,0.3,0.3,342.336149,61.080198,0.3,0.3
SSTSMOGA G108.1637+01.5013,108.16372,1.501372,0.3,0.3,341.458608,60.719887,0.3,0.3
SSTSMOGA G108.7108+00.4905,108.710863,0.490575,0.3,0.3,343.3697,60.064423,0.3,0.3
SSTSMOGA G108.7155+00.2812,108.715538,0.281269,0.3,0.3,343.560808,59.878185,0.3,0.3
SSTSMOGA G108.7155+01.6333,108.715539,1.633314,0.3,0.3,342.342766,61.089824,0.3,0.3
SSTSMOGA G108.1846+00.8517,108.184638,0.851783,0.3,0.3,342.101274,60.152552,0.3,0.3
SSTSMOGA G108.6988+00.2863,108.69888,0.286319,0.3,0.3,343.526548,59.875471,0.3,0.3
SSTSMOGA G108.1570+00.1822,108.157049,0.182236,0.3,0.3,342.654076,59.542668,0.3,0.3
SSTSMOGA G108.1638+00.1313,108.163885,0.131353,0.3,0.3,342.711009,59.500219,0.3,0.3
SSTSMOGA G108.1639+00.1364,108.163929,0.136472,0.3,0.3,342.706578,59.504817,0.3,0.3
SSTSMOGA G104.1470+00.8911,104.14701,0.891158,0.3,0.3,335.239927,58.165157,0.3,0.3
SSTSMOGA G104.1487+00.4303,104.148753,0.430369,0.3,0.3,335.712218,57.778382,0.3,0.3
SSTSMOGA G108.7276+00.0522,108.727666,0.052211,0.3,0.3,343.78003,59.677092,0.3,0.3
SSTSMOGA G108.1801+00.5341,108.180116,0.534181,0.3,0.3,342.381247,59.867408,0.3,0.3
SSTSMOGA G104.1581+01.4284,104.158133,1.428453,0.3,0.3,334.697206,58.62113,0.3,0.3
SSTSMOGA G104.1581+01.1433,104.158149,1.143342,0.3,0.3,334.996397,58.382691,0.3,0.3
SSTSMOGA G104.1327+00.9232,104.132744,0.923203,0.3,0.3,335.184186,58.184297,0.3,0.3
SSTSMOGA G108.1571+00.1709,108.157152,0.170911,0.3,0.3,342.664258,59.532587,0.3,0.3
SSTSMOGA G107.4169+00.7378,107.416968,0.73785,0.3,0.3,340.849432,59.695779,0.3,0.3
SSTSMOGA G104.1381+01.2461,104.138163,1.246186,0.3,0.3,334.856994,58.457835,0.3,0.3
SSTSMOGA G108.1639+00.3884,108.163947,0.388433,0.3,0.3,342.483152,59.730017,0.3,0.3
SSTSMOGA G108.1733+00.4084,108.173314,0.408492,0.3,0.3,342.481836,59.752146,0.3,0.3
SSTSMOGA G108.1573+00.1689,108.157324,0.168956,0.3,0.3,342.666287,59.530916,0.3,0.3
SSTSMOGA G108.1573+00.1719,108.15736,0.171914,0.3,0.3,342.663739,59.533577,0.3,0.3
SSTSMOGA G108.7040+00.2820,108.70408,0.282067,0.3,0.3,343.539565,59.873911,0.3,0.3
SSTSMOGA G104.1421+00.2591,104.142102,0.259122,0.3,0.3,335.87365,57.630292,0.3,0.3
SSTSMOGA G108.1642+01.4385,108.164196,1.438569,0.3,0.3,341.51893,60.664457,0.3,0.3
SSTSMOGA G107.4045+01.5525,107.404569,1.552564,0.3,0.3,340.048981,60.405882,0.3,0.3
SSTSMOGA G108.6919+01.6320,108.691939,1.632072,0.3,0.3,342.300418,61.078044,0.3,0.3
SSTSMOGA G108.1918+00.3682,108.191878,0.368267,0.3,0.3,342.550627,59.724562,0.3,0.3
SSTSMOGA G108.1920+00.1610,108.192016,0.161028,0.3,0.3,342.734482,59.539336,0.3,0.3
SSTSMOGA G108.7088+00.6630,108.708852,0.663047,0.3,0.3,343.213925,60.218488,0.3,0.3
SSTSMOGA G108.2860+01.3407,108.286058,1.340714,0.3,0.3,341.831521,60.633776,0.3,0.3
SSTSMOGA G108.2860+01.6891,108.286077,1.689194,0.3,0.3,341.502308,60.943008,0.3,0.3
SSTSMOGA G108.2861+02.7073,108.28617,2.707347,0.3,0.3,340.50285,61.84172,0.3,0.3
SSTSMOGA G108.3046+00.0745,108.304667,0.074586,0.3,0.3,343.00924,59.512028,0.3,0.3
SSTSMOGA G108.2999+02.4341,108.299932,2.434136,0.3,0.3,340.802247,61.607799,0.3,0.3
SSTSMOGA G107.4216+00.2178,107.421629,0.217861,0.3,0.3,341.337123,59.238584,0.3,0.3
SSTSMOGA G108.7163+01.3197,108.716303,1.319708,0.3,0.3,342.634881,60.810127,0.3,0.3
SSTSMOGA G108.2817+01.6610,108.281767,1.661089,0.3,0.3,341.521243,60.916105,0.3,0.3
SSTSMOGA G107.4026+01.7342,107.402695,1.7342,0.3,0.3,339.867341,60.563957,0.3,0.3
SSTSMOGA G108.6974+00.2654,108.697399,0.265447,0.3,0.3,343.542015,59.856041,0.3,0.3
SSTSMOGA G108.2725+01.0711,108.272581,1.071158,0.3,0.3,342.057618,60.3879,0.3,0.3
SSTSMOGA G104.1441+02.7820,104.144151,2.782053,0.3,0.3,333.19664,59.73536,0.3,0.3
SSTSMOGA G108.7285+02.6091,108.728526,2.609133,0.3,0.3,341.428796,61.963075,0.3,0.3
SSTSMOGA G108.7046+00.2966,108.704649,0.29665,0.3,0.3,343.527918,59.887284,0.3,0.3
SSTSMOGA G108.7118+01.6406,108.711812,1.640617,0.3,0.3,342.329061,61.094653,0.3,0.3
SSTSMOGA G108.2798+00.3443,108.279874,0.344308,0.3,0.3,342.728008,59.74256,0.3,0.3
SSTSMOGA G108.2821+01.3954,108.282155,1.395406,0.3,0.3,341.77319,60.680566,0.3,0.3
SSTSMOGA G107.4073+01.0381,107.407387,1.038161,0.3,0.3,340.549571,59.955707,0.3,0.3
SSTSMOGA G104.1354+02.7410,104.135447,2.74105,0.3,0.3,333.228683,59.696685,0.3,0.3
SSTSMOGA G107.4198+02.9292,107.419893,2.929239,0.3,0.3,338.680255,61.612358,0.3,0.3
SSTSMOGA G108.7193+00.3802,108.719336,0.380217,0.3,0.3,343.48153,59.968885,0.3,0.3
SSTSMOGA G108.7193+00.4830,108.719352,0.483031,0.3,0.3,343.391613,60.061359,0.3,0.3
SSTSMOGA G108.2910+02.2443,108.291017,2.244386,0.3,0.3,340.973463,61.436278,0.3,0.3
SSTSMOGA G107.4199+00.4465,107.419907,0.446581,0.3,0.3,341.124804,59.44006,0.3,0.3
SSTSMOGA G108.7073+02.2630,108.707394,2.263067,0.3,0.3,341.727961,61.646486,0.3,0.3
SSTSMOGA G108.7097+01.6422,108.70975,1.642283,0.3,0.3,342.323699,61.095206,0.3,0.3
SSTSMOGA G108.2731+00.4640,108.273099,0.464056,0.3,0.3,342.609436,59.846612,0.3,0.3
SSTSMOGA G108.7169+01.6332,108.716909,1.633278,0.3,0.3,342.345327,61.090411,0.3,0.3
SSTSMOGA G107.4075+01.3402,107.407557,1.340236,0.3,0.3,340.260496,60.221169,0.3,0.3
SSTSMOGA G108.6929+00.2628,108.692905,0.262847,0.3,0.3,343.536218,59.851742,0.3,0.3
SSTSMOGA G108.3009+01.0420,108.300937,1.042086,0.3,0.3,342.135475,60.374924,0.3,0.3
SSTSMOGA G108.2781+00.6798,108.278144,0.679861,0.3,0.3,342.424702,60.041642,0.3,0.3
SSTSMOGA G108.6957+01.1778,108.695711,1.177803,0.3,0.3,342.727141,60.67401,0.3,0.3
SSTSMOGA G104.1610+02.8748,104.161086,2.874842,0.3,0.3,333.119339,59.821278,0.3,0.3
SSTSMOGA G108.7005+00.5523,108.700527,0.552383,0.3,0.3,343.296704,60.115434,0.3,0.3
SSTSMOGA G107.5209+00.7341,107.520932,0.734147,0.3,0.3,341.034795,59.74143,0.3,0.3
SSTSMOGA G108.7125+00.2691,108.712563,0.269136,0.3,0.3,343.565999,59.865967,0.3,0.3
SSTSMOGA G108.2827+00.1845,108.282736,0.184519,0.3,0.3,342.874147,59.600802,0.3,0.3
SSTSMOGA G107.5103+00.3552,107.510361,0.355286,0.3,0.3,341.365791,59.401509,0.3,0.3
SSTSMOGA G107.5124-00.0053,107.512494,-0.005378,0.3,0.3,341.695835,59.082771,0.3,0.3
SSTSMOGA G108.6983+00.2482,108.698391,0.248244,0.3,0.3,343.558714,59.840988,0.3,0.3
SSTSMOGA G108.2758+01.4109,108.275891,1.410975,0.3,0.3,341.747209,60.691512,0.3,0.3
SSTSMOGA G104.2506+02.9175,104.250599,2.917572,0.3,0.3,333.217318,59.907292,0.3,0.3
SSTSMOGA G108.6959+00.4304,108.695986,0.430494,0.3,0.3,343.395604,60.003895,0.3,0.3
SSTSMOGA G104.2413+01.9808,104.241327,1.980844,0.3,0.3,334.24035,59.127375,0.3,0.3
SSTSMOGA G108.6935+00.5074,108.693585,0.507414,0.3,0.3,343.323784,60.071982,0.3,0.3
SSTSMOGA G104.2562+00.2019,104.256263,0.201911,0.3,0.3,336.11104,57.642877,0.3,0.3
SSTSMOGA G108.8121+00.3699,108.81211,0.369961,0.3,0.3,343.657411,60.000047,0.3,0.3
SSTSMOGA G108.8121+00.2287,108.81218,0.228783,0.3,0.3,343.779674,59.872847,0.3,0.3
SSTSMOGA G108.8171+00.1920,108.817122,0.192025,0.3,0.3,343.820192,59.841838,0.3,0.3
SSTSMOGA G107.5147-00.1170,107.514706,-0.117069,0.3,0.3,341.799477,58.984608,0.3,0.3
SSTSMOGA G108.8171+00.2123,108.817166,0.212308,0.3,0.3,343.802819,59.860148,0.3,0.3
SSTSMOGA G108.2714+00.3207,108.271454,0.320733,0.3,0.3,342.733957,59.717706,0.3,0.3
SSTSMOGA G108.2714+01.6438,108.271455,1.643892,0.3,0.3,341.518832,60.896089,0.3,0.3
SSTSMOGA G107.5216-00.0802,107.5216,-0.080286,0.3,0.3,341.778562,59.020447,0.3,0.3
SSTSMOGA G108.8301+01.9740,108.830121,1.974,0.3,0.3,342.234217,61.445436,0.3,0.3
SSTSMOGA G107.5002+01.1733,107.500278,1.173378,0.3,0.3,340.584403,60.118822,0.3,0.3
SSTSMOGA G107.5064+00.0851,107.506458,0.085175,0.3,0.3,341.604031,59.160336,0.3,0.3
SSTSMOGA G107.5106-00.0104,107.510644,-0.010425,0.3,0.3,341.697163,59.077439,0.3,0.3
SSTSMOGA G108.8173+00.1991,108.817325,0.199172,0.3,0.3,343.814409,59.848371,0.3,0.3
SSTSMOGA G104.2299+01.4554,104.229985,1.455467,0.3,0.3,334.784021,58.683173,0.3,0.3
SSTSMOGA G108.8275+00.0870,108.827527,0.087061,0.3,0.3,343.928836,59.751624,0.3,0.3
SSTSMOGA G108.8484+02.0942,108.84847,2.094272,0.3,0.3,342.153961,61.560915,0.3,0.3
SSTSMOGA G108.2832+00.5561,108.283252,0.556147,0.3,0.3,342.545134,59.933464,0.3,0.3
SSTSMOGA G108.8512+02.6279,108.851205,2.627983,0.3,0.3,341.641549,62.036543,0.3,0.3
SSTSMOGA G104.2545+02.2282,104.254574,2.228236,0.3,0.3,333.992284,59.340156,0.3,0.3
SSTSMOGA G108.8175+00.1934,108.81755,0.193417,0.3,0.3,343.819763,59.843278,0.3,0.3
SSTSMOGA G107.5150+00.0378,107.515042,0.037881,0.3,0.3,341.661422,59.122338,0.3,0.3
SSTSMOGA G108.8199+00.1825,108.819986,0.182514,0.3,0.3,343.833509,59.834497,0.3,0.3
SSTSMOGA G104.2396+02.7703,104.239645,2.770322,0.3,0.3,333.365765,59.779852,0.3,0.3
SSTSMOGA G108.8406+02.7070,108.840603,2.707,0.3,0.3,341.543494,62.101707,0.3,0.3
SSTSMOGA G104.2527+02.0591,104.252742,2.059186,0.3,0.3,334.173834,59.198825,0.3,0.3
SSTSMOGA G107.5047+02.1515,107.504731,2.151561,0.3,0.3,339.634057,60.97822,0.3,0.3
SSTSMOGA G107.5067-00.0117,107.506717,-0.011789,0.3,0.3,341.691603,59.074419,0.3,0.3
SSTSMOGA G108.3035+02.5421,108.303512,2.542175,0.3,0.3,340.701133,61.704654,0.3,0.3
SSTSMOGA G108.2719+00.2282,108.27195,0.228247,0.3,0.3,342.81656,59.635156,0.3,0.3
SSTSMOGA G108.8252+00.1813,108.825277,0.181369,0.3,0.3,343.84399,59.835748,0.3,0.3
SSTSMOGA G108.8381+02.7038,108.838097,2.703883,0.3,0.3,341.541837,62.097785,0.3,0.3
SSTSMOGA G107.5068-00.0109,107.506861,-0.010978,0.3,0.3,341.691125,59.075206,0.3,0.3
SSTSMOGA G108.8152+00.3689,108.815282,0.368989,0.3,0.3,343.663969,60.000549,0.3,0.3
SSTSMOGA G108.8152+00.1984,108.815294,0.198478,0.3,0.3,343.81136,59.846867,0.3,0.3
SSTSMOGA G104.2455+00.6913,104.245592,0.691297,0.3,0.3,335.601522,58.050416,0.3,0.3
SSTSMOGA G107.5070+03.1216,107.50703,3.121595,0.3,0.3,338.63582,61.822428,0.3,0.3
SSTSMOGA G108.2992+01.5753,108.299271,1.575369,0.3,0.3,341.634566,60.848184,0.3,0.3
SSTSMOGA G108.8180+00.2156,108.818036,0.215631,0.3,0.3,343.801521,59.863521,0.3,0.3
SSTSMOGA G108.8180+02.7947,108.818056,2.794794,0.3,0.3,341.413655,62.16903,0.3,0.3
SSTSMOGA G108.8229+00.1593,108.822988,0.159333,0.3,0.3,343.858803,59.814882,0.3,0.3
SSTSMOGA G104.2437+02.2370,104.24378,2.237086,0.3,0.3,333.965044,59.341464,0.3,0.3
SSTSMOGA G108.8359+02.6351,108.835926,2.635131,0.3,0.3,341.605639,62.035831,0.3,0.3
SSTSMOGA G107.5008+02.2455,107.500853,2.245567,0.3,0.3,339.532269,61.058343,0.3,0.3
SSTSMOGA G108.8471+01.9602,108.847168,1.960283,0.3,0.3,342.278992,61.440933,0.3,0.3
SSTSMOGA G104.2531+01.3769,104.253193,1.376931,0.3,0.3,334.904104,58.630215,0.3,0.3
SSTSMOGA G108.2969+00.3055,108.296976,0.305564,0.3,0.3,342.792673,59.715522,0.3,0.3
SSTSMOGA G108.8156+00.1904,108.815602,0.190453,0.3,0.3,343.818815,59.839763,0.3,0.3
SSTSMOGA G107.5135+00.6161,107.513579,0.616158,0.3,0.3,341.131497,59.633757,0.3,0.3
