RAJ2000,DEJ2000,l,b,SFR,Name,Ref,Method,YSOtype,vartype,RAGdeg,DEGdeg,GaiaDR3,plx,ruwe,Gmag,BP-RP,angDist,rgeo,rpgeo,D
83.89721,-5.18653,208.85635,-19.22227,        Orion Nebula Cluster ,        [H97b] 908  ,2013AJ....146...85H,spectroscopy,TT*,         ,83.89726282,-5.186516598,3.209527772090999e+18,2.5652,1.299,15.847975,2.969997,0.195408,381.577911,382.817108,0.389833151411196
83.90479,-5.17489,208.849,-19.21027,        Orion Nebula Cluster ,        [H97b] 925  ,2013AJ....146...85H,spectroscopy,WTT*,     rot ,83.90483215,-5.174865264,3.209527806450736e+18,1.4814,5.432,15.31776,2.440268,0.175399,677.646118,621.217102,0.6750371270419873
83.90296,-5.16678,208.84047,-19.20821,        Orion Nebula Cluster ,      V* V2554 Ori  ,2013AJ....146...85H,spectroscopy,CTT*,     Or* ,83.90301496,-5.166784588,3.209527806450736e+18,2.6259,1.034,16.845497,2.644781,0.197759,374.561218,368.404694,0.38082181347347577
83.91088,-5.16572,208.84325,-19.2007,        Orion Nebula Cluster ,        [H97b] 935  ,2013AJ....146...85H,spectroscopy,WTT*,     rot ,83.91094412,-5.165731924,3.209527905231064e+18,2.27,1.278,16.936346,3.962347,0.233872,433.217072,438.324829,0.4405286343612335
83.92001,-5.15081,208.83354,-19.18584,                        OMC2 ,       V* V363 Ori  ,2013AJ....146...85H,X-ray+spectroscopy+variability,TT*,     Or* ,83.91989126,-5.150429597,3.2095279438896886e+18,2.7537,8.871,13.565802,2.559729,1.434101,358.242706,356.772858,0.36314776482550754
83.91275,-5.14894,208.82831,-19.19144,        Orion Nebula Cluster ,        [H97b] 940  ,2013AJ....146...85H,spectroscopy,WTT*,     rot ,83.91281759,-5.148994381,3.2095280126091653e+18,2.5707,1.038,12.99259,1.694571,0.311529,385.2099,385.605652,0.3889991053020578
83.86726,-5.1705,208.8269,-19.24159,        Orion Nebula Cluster ,       V* V419 Ori  ,2013AJ....146...85H,spectroscopy,CTT*,     Or* ,83.86729151,-5.170520815,3.209528046968907e+18,1.2189,24.114,14.53167,2.547725,0.135581,927.289551,1192.79114,0.8204118467470669
83.86443,-5.16228,208.81779,-19.24038,        Orion Nebula Cluster ,        [H97b] 808  ,2013AJ....146...85H,spectroscopy,CTT*,     Or* ,83.86446404,-5.162257853,3.209528046968906e+18,2.4836,2.508,15.849879,3.544931,0.145789,397.473419,397.451599,0.4026413271058142
83.88308,-5.15775,208.82243,-19.22177,        Orion Nebula Cluster ,       V* V360 Ori  ,2013AJ....146...85H,spectroscopy,CTT*,     Or* ,83.88311555,-5.157730169,3.209528081326373e+18,3.6971,19.987,12.03775,1.765917,0.146097,282.096771,261.697205,0.27048226988720886
83.87538,-5.15264,208.81393,-19.22629,        Orion Nebula Cluster ,      V* V1291 Ori  ,2013AJ....146...85H,spectroscopy,TT*,     Or* ,83.87542301,-5.152621107,3.2095280813286436e+18,2.3692,0.902,17.215858,3.241914,0.168527,412.094696,412.59845,0.42208340368056724
83.85513,-5.15769,208.80901,-19.24655,        Orion Nebula Cluster ,        [H97b] 765  ,2013AJ....146...85H,spectroscopy,WTT*,     rot ,83.8551495,-5.1576996,3.2095281113894953e+18,1.1082,5.055,15.324674,2.620574,0.077984,1022.10297,2076.56567,0.9023641941887744
83.89108,-5.15167,208.82053,-19.21191,        Orion Nebula Cluster ,  05353386-0509060  ,2013ApJS..208...28S,H alpha emission,CTT*,         ,83.89110929,-5.151661108,3.2095281844078577e+18,2.5979,0.929,17.490143,3.033772,0.109782,376.882843,378.597015,0.384926286616113
83.89749,-5.14633,208.81854,-19.2038,                     Orion A ,      V* V2545 Ori  ,2001AJ....121.3160C,Near-infrared variability,CTT*,     Or* ,83.89747587,-5.146335337,3.2095281844055823e+18,2.7309,0.965,18.102165,2.919066,0.054172,356.00882,361.958191,0.3661796477351789
83.88338,-5.13497,208.80107,-19.21118,                     Orion A ,      V* V1349 Ori  ,2001AJ....121.3160C,Near-infrared variability,TT*,     Or* ,83.88338403,-5.134968697,3.2095282531273344e+18,2.6284,1.04,17.21961,2.53385,0.015179,374.898621,373.490814,0.38045959519099076
83.795,-5.17633,208.79784,-19.30838,        Orion Nebula Cluster ,        [H97b] 346  ,2013AJ....146...85H,spectroscopy,TT*,         ,83.79495377,-5.176227402,3.209528390566295e+18,0.7166,1.018,17.56825,3.582396,0.404836,1314.48181,1418.28247,1.3954786491766678
83.78729,-5.17369,208.79166,-19.31403,        Orion Nebula Cluster ,        [H97b] 325  ,2013AJ....146...85H,spectroscopy,TT*,         ,83.7873545,-5.173803688,3.209528390566295e+18,2.7309,1.781,17.149393,2.204041,0.470084,364.68338,363.611847,0.3661796477351789
83.82279,-5.16369,208.79921,-19.27798,        Orion Nebula Cluster ,        [H97b] 545  ,2013AJ....146...85H,spectroscopy,WTT*,     rot ,83.82282441,-5.16365284,3.20952845928577e+18,2.5409,1.017,16.881283,3.226549,0.181981,386.742706,385.562408,0.39356133653429887
83.83909,-5.16178,208.80519,-19.26265,        Orion Nebula Cluster ,        [H97b] 671  ,2013AJ....146...85H,spectroscopy,CTT*,         ,83.83912172,-5.161739657,3.209528493643267e+18,3.107,1.071,17.639465,3.115225,0.184458,317.11499,310.637634,0.32185387833923396
83.83987,-5.16083,208.80467,-19.26153,        Orion Nebula Cluster ,        [H97b] 676  ,2013AJ....146...85H,spectroscopy,WTT*,     rot ,83.83988766,-5.160784371,3.209528493645507e+18,2.827,2.678,18.028738,1.594181,0.176051,362.96167,360.597534,0.3537318712415989
83.83858,-5.15447,208.79805,-19.25979,        Orion Nebula Cluster ,         V* MX Ori  ,2013AJ....146...85H,spectroscopy,IMTT*,         ,83.83860555,-5.154492918,3.2095284936455066e+18,1.5429,22.853,9.703191,0.949982,0.123296,693.247864,743.053955,0.6481301445330222
83.84354,-5.15306,208.79909,-19.25475,        Orion Nebula Cluster ,        [H97b] 705  ,2013AJ....146...85H,spectroscopy,WTT*,     rot ,83.84355243,-5.153075275,3.209528493645506e+18,2.5549,1.053,13.143346,1.438042,0.070772,385.371948,385.709595,0.3914047516536851
83.81734,-5.15533,208.7887,-19.27903,        Orion Nebula Cluster ,        [H97b] 495  ,2013AJ....146...85H,spectroscopy,TT*,         ,83.81733729,-5.155290382,3.209528528005247e+18,2.6013,1.389,16.094816,2.960585,0.142956,377.969879,376.92157,0.3844231730288702
83.8055,-5.15547,208.78317,-19.28961,        Orion Nebula Cluster ,       V* V557 Ori  ,2013AJ....146...85H,spectroscopy,TT*,     Or* ,83.80551068,-5.155489004,3.2095285237086996e+18,2.5347,1.189,14.929989,2.240151,0.078394,387.564301,387.923859,0.3945240067858129
83.82692,-5.14189,208.78059,-19.26443,        Orion Nebula Cluster ,        [H97b] 578  ,2013AJ....146...85H,spectroscopy,TT*,         ,83.82695187,-5.141880927,3.209528562364983e+18,2.6451,1.007,17.012732,2.902355,0.118853,371.504944,373.223694,0.3780575403576425
83.763,-5.15472,208.76212,-19.32699,        Orion Nebula Cluster , J05350312-0509170  ,2013ApJS..208...28S,H alpha emission,CTT*,         ,83.76302129,-5.154742552,3.2095286654442025e+18,2.5184,1.008,16.25622,2.819439,0.111435,389.395294,391.585144,0.3970775095298602
83.81113,-5.14781,208.77863,-19.28113,        Orion Nebula Cluster ,        [H97b] 440  ,2013AJ....146...85H,spectroscopy,WTT*,         ,83.81112279,-5.147776067,3.209528734163677e+18,2.6072,1.048,15.963211,2.946147,0.124864,375.415283,375.130371,0.3835532371893219
83.81203,-5.1299,208.76215,-19.27221,                     Orion A ,      V* V2267 Ori  ,2001AJ....121.3160C,Near-infrared variability,CTT*,     Or* ,83.8120099,-5.129887517,3.2095287685234135e+18,2.43,1.011,17.718115,3.301111,0.08494,402.650146,404.090668,0.4115226337448559
83.85035,-5.15187,208.80122,-19.24816,                     Orion A ,      V* V2416 Ori  ,2001AJ....121.3160C,Near-infrared variability,CTT*,     Or* ,83.85034923,-5.151872031,3.209528871602627e+18,2.7501,0.996,17.921762,2.783829,0.00782,357.768433,360.534576,0.36362314097669174
83.85854,-5.14389,208.79761,-19.23727,        Orion Nebula Cluster ,        [H97b] 785  ,2013AJ....146...85H,spectroscopy,TT*,     Or* ,83.85856992,-5.143864192,3.209528901666689e+18,2.6319,0.914,16.311993,2.78553,0.141927,371.64389,375.25119,0.37995364565523004
83.85954,-5.14444,208.79861,-19.23663,        Orion Nebula Cluster ,        [H97b] 790  ,2013AJ....146...85H,spectroscopy,WTT*,     rot ,83.85954163,-5.144457846,3.2095289059623644e+18,2.5207,2.204,11.653489,1.162569,0.064511,393.241241,393.118866,0.39671519815924144
83.85771,-5.13236,208.78633,-19.23277,        Orion Nebula Cluster ,        [H97b] 780  ,2013AJ....146...85H,spectroscopy,TT*,     rot ,83.85774487,-5.132359599,3.209528905962364e+18,2.5578,1.356,14.293628,2.200252,0.125041,384.578247,384.2258,0.39096098209398705
83.85687,-5.13256,208.78612,-19.23361,        Orion Nebula Cluster ,        [H97b] 774  ,2013AJ....146...85H,spectroscopy,CTT*,         ,83.85689234,-5.132568146,3.209528905962364e+18,2.3116,2.165,15.400741,3.19442,0.085287,423.507935,423.454437,0.43260079598546464
83.8572,-5.12952,208.7834,-19.23194,                     Orion A ,      V* V2442 Ori  ,2001AJ....121.3160C,Near-infrared variability,CTT*,     Or* ,83.85718504,-5.129515924,3.2095289016666885e+18,2.5297,1.16,20.46844,2.836479,0.055614,599.12146,911.210938,0.39530379096335533
83.84334,-5.13472,208.78168,-19.2466,        Orion Nebula Cluster ,        [H97b] 703  ,2013AJ....146...85H,spectroscopy,CTT*,         ,83.84335639,-5.134758868,3.2095289403221033e+18,2.6688,1.513,15.513361,3.298841,0.151772,367.294617,367.095093,0.3747002398081535
83.84396,-5.13353,208.78085,-19.24551,        Orion Nebula Cluster ,        [H97b] 708  ,2013AJ....146...85H,spectroscopy,WTT*,     rot ,83.8440071,-5.133535516,3.2095289403229435e+18,3.2255,1.732,16.503012,3.584459,0.170045,308.700165,306.386932,0.3100294527980158
83.86581,-5.13184,208.78972,-19.22535,                     Orion A ,      V* V1346 Ori  ,2001AJ....121.3160C,Near-infrared variability,TT*,     Or* ,83.86581095,-5.131840425,3.2095290090393047e+18,2.5297,1.012,18.626799,2.809782,0.00372,399.797913,397.89389,0.39530379096335533
83.87105,-5.10114,208.76324,-19.20678,                     Orion A ,      V* V1740 Ori  ,1988cels.book.....H,spectroscopy,TT*,     Or* ,83.87094995,-5.101113681,3.209529112120792e+18,2.5027,0.992,13.673626,1.533449,0.371068,392.68866,393.432281,0.3995684660566588
83.84116,-5.11718,208.76408,-19.24058,                        OMC3 ,       V* V415 Ori  ,2002ApJ...566..974T,X-ray+variability,CTT*,     Or* ,83.84116153,-5.117177163,3.209529180840271e+18,2.5091,1.048,13.735348,2.047849,0.006,391.888123,392.031097,0.39854928061854844
83.84116,-5.11718,208.76408,-19.24058,                     Orion A ,       V* V415 Ori  ,2001AJ....121.3160C,Near-infrared variability,CTT*,     Or* ,83.84116153,-5.117177163,3.209529180840271e+18,2.5091,1.048,13.735348,2.047849,0.011591,,,0.39854928061854844
83.93147,-5.14705,208.83548,-19.17396,                     Orion A ,      V* V2583 Ori  ,2001AJ....121.3160C,Near-infrared variability,TT*,     Or* ,83.93143923,-5.147067146,3.209529417061717e+18,0.7095,1.958,19.20181,2.163281,0.126434,1912.84644,1346.17932,1.409443269908386
83.93373,-5.14376,208.83345,-19.17046,                     Orion A ,       V* V388 Ori  ,2001AJ....121.3160C,Near-infrared variability,CTT*,     Or* ,83.93370435,-5.143776787,3.2095294213584374e+18,2.7482,1.078,17.914162,1.606548,0.110044,363.704865,361.783844,0.3638745360599665
83.937,-5.1215,208.81401,-19.15747,                     Orion A ,       V* V500 Ori  ,1988cels.book.....H,spectroscopy,CTT*,     Or* ,83.93691563,-5.121384632,3.209529524437651e+18,2.6248,1.093,12.33097,1.714606,0.513832,380.430511,380.320099,0.38098140810728437
83.96291,-5.11913,208.82416,-19.13339,                     Orion A ,       V* V575 Ori  ,2001AJ....121.3160C,Near-infrared variability,CTT*,     Or* ,83.96289888,-5.119153567,3.209529593157126e+18,3.4133,8.884,13.564971,2.246856,0.093742,289.472107,289.309235,0.2929716110508892
83.91263,-5.11786,208.79892,-19.17745,        Orion Nebula Cluster ,  05353903-0507043  ,2013ApJS..208...28S,H alpha emission,WTT*,         ,83.91261771,-5.11786071,3.2095297649558205e+18,2.7571,1.181,15.481416,2.66975,0.04414,356.594696,355.322968,0.3626999383410105
83.89809,-5.11625,208.79044,-19.18963,        Orion Nebula Cluster ,  05353554-0506585  ,2013ApJS..208...28S,H alpha emission,WTT*,         ,83.89810855,-5.116267833,3.209529764955821e+18,2.5548,1.033,16.101881,2.499905,0.092433,385.338959,384.622559,0.3914200720212932
83.90705,-5.10889,208.78778,-19.17833,                     Orion A ,       V* V362 Ori  ,2001AJ....121.3160C,Near-infrared variability,CTT*,     Or* ,83.90701834,-5.108895872,3.209529799315559e+18,2.5923,1.024,15.759549,2.175722,0.115462,380.022675,378.513,0.3857578212398257
83.9315,-5.09482,208.78621,-19.15025,                     Orion A ,         V* AO Ori  ,2001AJ....121.3160C,Near-infrared variability,CTT*,     Or* ,83.93146825,-5.094838663,3.2095299367545103e+18,2.4745,1.222,14.539055,1.924669,0.132188,397.858826,397.356873,0.40412204485754694
83.97787,-5.10772,208.82054,-19.11494,        Orion Nebula Cluster ,  05355469-0506278  ,2013ApJS..208...28S,H alpha emission,CTT*,     Or* ,83.97787743,-5.107737517,3.2095299711142477e+18,2.5397,1.059,17.1614,3.662601,0.068461,382.184631,384.780212,0.3937472929873608
83.97583,-5.09594,208.80846,-19.11141,        Orion Nebula Cluster ,  05355420-0505454  ,2013ApJS..208...28S,H alpha emission,WTT*,         ,83.97585415,-5.095960601,3.209530039833724e+18,2.6775,1.068,16.546307,2.841427,0.114002,367.15271,366.752319,0.3734827264239029
83.99975,-5.07522,208.80035,-19.08077,        Orion Nebula Cluster ,  05355994-0504308  ,2013ApJS..208...28S,H alpha emission,CTT*,         ,83.99975629,-5.075245577,3.209530211632414e+18,2.4858,1.004,17.549625,4.086407,0.094798,394.267059,391.343353,0.4022849786788962
83.96934,-5.085,208.79504,-19.11221,                     Orion A ,       V* V815 Ori  ,1988cels.book.....H,spectroscopy,GTT*,     Or* ,83.96927977,-5.08489575,3.209530280351892e+18,2.5528,1.122,11.346279,1.099442,0.433006,386.87973,387.290619,0.3917267314321529
83.98225,-5.07708,208.79375,-19.09715,        Orion Nebula Cluster ,  05355574-0504375  ,2013ApJS..208...28S,H alpha emission,CTT*,         ,83.98227116,-5.077154464,3.209530379132263e+18,1.9449,1.07,19.993036,1.557295,0.278599,595.311829,626.578613,0.5141652527122217
83.97521,-5.07075,208.78441,-19.10053,        Orion Nebula Cluster ,  05355405-0504147  ,2013ApJS..208...28S,H alpha emission,CTT*,         ,83.97536414,-5.070691162,3.2095303791322235e+18,2.4531,1.171,13.565047,1.609562,0.591927,401.3526,400.687958,0.40764746647099587
83.88142,-5.09648,208.76381,-19.19546,                     Orion A ,      V* V2502 Ori  ,2001AJ....121.3160C,Near-infrared variability,CTT*,     Or* ,83.88143232,-5.096495329,3.2095305852928266e+18,0.1286,6.76,18.15015,3.758394,0.070698,1536.85596,548.081665,7.776049766718508
83.90086,-5.08219,208.75963,-19.17171,                     Orion A ,      V* V2549 Ori  ,2001AJ....121.3160C,Near-infrared variability,CTT*,     Or* ,83.90085556,-5.082152959,3.2095307270284933e+18,4.5975,2.595,18.243502,3.542341,0.134294,219.032623,222.880356,0.21750951604132682
83.90286,-5.07068,208.74973,-19.16471,                     Orion A ,       V* V424 Ori  ,2001AJ....121.3160C,Near-infrared variability,WTT*,     Or* ,83.90280553,-5.070714858,3.2095307270262006e+18,1.9801,7.365,14.729037,2.278762,0.232158,513.602417,502.852112,0.5050249987374376
83.88125,-5.0838,208.75177,-19.18985,                     Orion A ,       V* V422 Ori  ,2001AJ....121.3160C,Near-infrared variability,CTT*,     Or* ,83.88123547,-5.083806216,3.2095308301077094e+18,2.6629,21.345,14.798237,2.056636,0.056717,405.269104,386.407379,0.3755304367418979
83.89095,-5.07431,208.74745,-19.17693,                     Orion A ,      V* V2529 Ori  ,2001AJ....121.3160C,Near-infrared variability,CTT*,     Or* ,83.89093497,-5.07431186,3.209530933184634e+18,3.2789,1.029,19.793587,2.940743,0.054308,328.997375,388.600128,0.30498032876879444
83.92387,-5.05808,208.74789,-19.14035,        Orion Nebula Cluster ,  05354173-0503291  ,2013ApJS..208...28S,H alpha emission,CTT*,         ,83.92387985,-5.05808796,3.209531139345352e+18,2.6496,1.018,16.786905,3.376838,0.045471,371.93158,362.802979,0.3774154589371981
83.92945,-5.05208,208.7449,-19.13267,                     Orion A ,      V* V2582 Ori  ,2001AJ....121.3160C,Near-infrared variability,CTT*,     Or* ,83.92941821,-5.052092869,3.20953117370509e+18,2.6091,0.998,16.64367,3.189761,0.123045,378.342712,376.882202,0.38327392587482273
83.95392,-5.02742,208.73337,-19.09976,                     Orion A ,      V* V1018 Ori  ,1988cels.book.....H,spectroscopy,CTT*,     Or* ,83.95408048,-5.02763128,3.209531311144042e+18,2.4699,1.038,15.354857,2.41905,0.953798,397.026337,395.808594,0.40487469128304787
83.95163,-5.02466,208.72966,-19.10054,                     Orion A ,         V* CE Ori  ,2001AJ....121.3160C,Near-infrared variability,CTT*,     Or* ,83.95159872,-5.024682602,3.2095315173024717e+18,2.6615,1.532,14.751692,1.754721,0.138564,369.196167,370.57132,0.3757279729475859
83.76801,-5.13694,208.74773,-19.31447,        Orion Nebula Cluster ,      V* V1321 Ori  ,2013AJ....146...85H,spectroscopy,TT*,         ,83.7679206,-5.136871534,3.209531650444836e+18,2.5447,1.097,10.146164,1.619644,0.404346,388.553833,387.968475,0.3929736314693284
83.78811,-5.11311,208.73485,-19.28582,                     Orion A ,       V* V355 Ori  ,2001AJ....121.3160C,Near-infrared variability,TT*,     rot ,83.78809654,-5.11309535,3.2095317921803904e+18,2.9912,9.642,13.80773,2.10036,0.071497,329.561829,328.906403,0.33431398769724524
83.74716,-5.09167,208.69499,-19.31244,                     Orion A ,      V* V1476 Ori  ,2001AJ....121.3160C,Near-infrared variability,CTT*,     Or* ,83.74719283,-5.091671591,3.2095321014179425e+18,2.3819,5.082,15.542288,2.565215,0.117846,413.067871,412.476135,0.41983290650321176
83.78638,-5.07797,208.70085,-19.27142,        Orion Nebula Cluster ,  05350873-0504407  ,2013ApJS..208...28S,H alpha emission,CTT*,         ,83.78642544,-5.077981843,3.2095324793751547e+18,2.5277,1.216,15.948042,3.417922,0.168428,385.401001,386.645569,0.39561656842188553
83.81586,-5.05726,208.69542,-19.23585,                     Orion A ,      V* V1503 Ori  ,2001AJ....121.3160C,Near-infrared variability,TT*,     Or* ,83.81584891,-5.05725765,3.209532616814948e+18,2.6405,1.018,18.009241,3.837385,0.040655,369.704102,368.994751,0.3787161522438932
83.73387,-5.10047,208.69695,-19.32823,        Orion Nebula Cluster ,  05345613-0506017  ,2013ApJS..208...28S,H alpha emission,WTT*,         ,83.73392161,-5.100481424,3.209532754252976e+18,2.9024,1.07,15.550913,2.806568,0.189571,339.347443,337.917999,0.34454244762954794
83.72388,-5.09692,208.6888,-19.33549,        Orion Nebula Cluster ,  05345373-0505489  ,2013ApJS..208...28S,H alpha emission,WTT*,         ,83.72391088,-5.09693167,3.209532754252977e+18,2.5967,0.977,16.222874,2.714532,0.118427,377.720703,378.598175,0.38510417067816843
83.70657,-5.0832,208.66756,-19.34462,                     Orion A ,      V* V2046 Ori  ,2001AJ....121.3160C,Near-infrared variability,WTT*,     Or* ,83.70657294,-5.083198017,3.209533029130885e+18,2.5135,0.994,16.516909,2.684945,0.012724,392.644348,392.382172,0.3978516013526954
83.70174,-5.0837,208.66571,-19.34914,                     Orion A ,      V* V1451 Ori  ,2001AJ....121.3160C,Near-infrared variability,TT*,     Or* ,83.70173709,-5.083700298,3.2095330291308856e+18,2.6474,1.293,15.106976,2.191805,0.010493,371.527649,371.630951,0.3777290926947193
83.69981,-5.08195,208.66313,-19.35006,                     Orion A ,       V* V550 Ori  ,2001AJ....121.3160C,Near-infrared variability,CTT*,     Or* ,83.69978619,-5.081880788,3.209533029131759e+18,2.4562,1.534,14.84063,2.141335,0.263383,400.831329,397.558258,0.4071329696278805
83.71108,-5.06881,208.65613,-19.33408,        Orion Nebula Cluster ,  05345066-0504077  ,2013ApJS..208...28S,H alpha emission,WTT*,         ,83.71111112,-5.068813845,3.2095331322100956e+18,2.9748,1.681,16.027885,3.057467,0.112458,329.907898,328.887787,0.33615705257496303
83.72102,-5.05754,208.65025,-19.32014,                     Orion A ,         V* YZ Ori  ,2001AJ....121.3160C,Near-infrared variability,CTT*,     Or* ,83.72102815,-5.05754394,3.2095331665698294e+18,2.5773,1.122,14.243235,1.793442,0.032501,382.344727,382.791962,0.388002948822411
83.72103,-5.05754,208.65025,-19.32014,                     Orion A ,         V* YZ Ori  ,1994A&AS..104..315T,spectroscopy,CTT*,     Or* ,83.72102815,-5.05754394,3.2095331665698294e+18,2.5773,1.122,14.243235,1.793442,0.008,,,0.388002948822411
83.75804,-5.012,208.625,-19.26661,        Orion Nebula Cluster ,  05350193-0500432  ,2013ApJS..208...28S,H alpha emission,CTT*,         ,83.75808011,-5.012012086,3.209533780747351e+18,2.9584,1.039,17.733433,3.310942,0.150289,334.591919,331.145081,0.33802055164954026
83.83485,-5.04073,208.68892,-19.21149,                     Orion A ,      V* V1519 Ori  ,2001AJ....121.3160C,Near-infrared variability,WTT*,     Or* ,83.83484514,-5.040729446,3.209534128642593e+18,2.6053,1.061,15.440367,2.994707,0.017553,375.044556,375.04895,0.38383295589759336
83.811,-5.04031,208.67709,-19.23247,        Orion Nebula Cluster ,  05351464-0502251  ,2013ApJS..208...28S,H alpha emission,WTT*,         ,83.81100177,-5.040289192,3.2095341630022124e+18,2.6557,1.08,16.057074,2.819386,0.075176,369.6828,370.565918,0.376548555936288
83.88554,-5.03606,208.70879,-19.16438,        Orion Nebula Cluster ,  05353253-0502098  ,2013ApJS..208...28S,H alpha emission,CTT*,         ,83.88559604,-5.03607321,3.209534364862894e+18,2.5821,1.001,18.206163,3.263773,0.206525,380.436188,377.76004,0.3872816699585609
83.90176,-5.02099,208.70233,-19.14314,                     Orion A ,         V* TV Ori  ,2001AJ....121.3160C,Near-infrared variability,CTT*,     Or* ,83.90167289,-5.021037463,3.2095343992216115e+18,2.5859,1.771,13.036394,1.569982,0.356064,383.001404,384.122955,0.38671255655671144
83.91057,-4.99476,208.68181,-19.12341,                     Orion A ,      V* V1572 Ori  ,2001AJ....121.3160C,Near-infrared variability,CTT*,     Or* ,83.91052745,-4.994764388,3.2095346096789883e+18,4.7457,10.315,15.904613,2.949041,0.153402,213.557236,216.32074,0.21071707018985605
83.86737,-5.01378,208.67906,-19.17039,                     Orion A ,      V* V1544 Ori  ,2001AJ....121.3160C,Near-infrared variability,CTT*,     Or* ,83.86737594,-5.013786653,3.209534644038666e+18,2.4455,1.154,15.56835,2.817143,0.032066,399.708893,399.85614,0.40891433244735226
83.87753,-4.99335,208.66466,-19.15209,                     Orion A ,      V* V2493 Ori  ,2001AJ....121.3160C,Near-infrared variability,CTT*,     Or* ,83.87753414,-4.993357528,3.2095347471155773e+18,1.3578,1.325,20.347813,2.659714,0.030904,1032.26404,1184.71704,0.7364854912358226
83.80329,-5.02953,208.66322,-19.23441,        Orion Nebula Cluster ,  05351279-0501463  ,2013ApJS..208...28S,H alpha emission,WTT*,         ,83.80332157,-5.029552069,3.2095349189164554e+18,2.6682,0.985,17.4247,3.517349,0.138321,370.907166,367.870148,0.374784498913125
83.82746,-4.99511,208.64233,-19.19733,        Orion Nebula Cluster ,  05351859-0459424  ,2013ApJS..208...28S,H alpha emission,CTT*,         ,83.82748952,-4.995146419,3.2095351594346163e+18,2.534,0.983,17.02126,3.182391,0.168513,388.65274,388.960693,0.3946329913180742
83.78946,-4.99481,208.62384,-19.23092,        Orion Nebula Cluster ,  05350947-0459413  ,2013ApJS..208...28S,H alpha emission,CTT*,         ,83.78951005,-4.994849133,3.2095352968735744e+18,2.4903,1.099,17.023464,4.056937,0.228184,393.450989,396.842834,0.40155804521543587
83.81503,-4.9911,208.6326,-19.20654,                     Orion A ,      V* V2273 Ori  ,2001AJ....121.3160C,Near-infrared variability,CTT*,     Or* ,83.81500478,-4.99109468,3.2095353655930476e+18,3.2041,1.05,20.490097,2.739697,0.092469,423.976074,811.531372,0.3121001217190475
83.88001,-4.95753,208.63208,-19.13362,                     Orion A ,      V* V2497 Ori  ,2001AJ....121.3160C,Near-infrared variability,CTT*,     Or* ,83.88002209,-4.957539856,3.2095357048949207e+18,3.3402,1.184,20.20322,2.863737,0.056017,351.723083,606.531738,0.2993832704628466
83.83651,-4.97616,208.6288,-19.18069,                     Orion A ,      V* V1733 Ori  ,2001AJ....121.3160C,Near-infrared variability,TT*,     Or* ,83.83650719,-4.976167386,3.209535777909903e+18,2.7664,1.194,16.396305,3.243017,0.02843,357.281219,354.901642,0.3614806246385194
83.55766,-5.13314,208.64336,-19.49944,        Orion Nebula Cluster ,  05341384-0507593  ,2013ApJS..208...28S,H alpha emission,CTT*,         ,83.55767561,-5.133126505,3.2095370148605624e+18,2.6354,1.016,16.70218,2.999879,0.074125,374.685608,371.277771,0.3794490399939288
83.42633,-5.14647,208.59294,-19.62205,        Orion Nebula Cluster ,  05334232-0508473  ,2013ApJS..208...28S,H alpha emission,WTT*,         ,83.42633915,-5.146473379,3.2095374958969155e+18,2.9371,0.994,17.260971,3.206848,0.034979,336.974152,336.62384,0.34047189404514655
83.59921,-5.13775,208.66763,-19.46466,        Orion Nebula Cluster ,  05342381-0508159  ,2013ApJS..208...28S,H alpha emission,WTT*,         ,83.59929503,-5.137735109,3.2095382518112133e+18,2.4663,1.054,15.792161,2.843532,0.309541,396.504639,396.464813,0.405465677330414
83.60863,-5.12589,208.66093,-19.45092,        Orion Nebula Cluster ,  05342607-0507332  ,2013ApJS..208...28S,H alpha emission,WTT*,         ,83.60864186,-5.125870691,3.209538350593899e+18,2.2645,1.5,16.287485,3.085905,0.081483,436.373596,429.728271,0.44159858688452197
83.57863,-5.1173,208.63843,-19.47365,                     Orion A ,       V* V744 Ori  ,1988cels.book.....H,spectroscopy,TT*,     Or* ,83.578553,-5.117086922,3.20953852668991e+18,2.6608,8.023,14.062504,2.034339,0.815256,375.005341,369.257782,0.375826819001804
83.58701,-5.1139,208.63924,-19.46466,                     Orion A ,      V* V1949 Ori  ,2001AJ....121.3160C,Near-infrared variability,WTT*,     Or* ,83.58700835,-5.113907881,3.2095386297682596e+18,2.4049,1.033,16.620977,3.138999,0.028984,409.867523,407.330109,0.4158177055179009
83.65901,-5.08811,208.6494,-19.38906,                     Orion A ,      V* V1996 Ori  ,2001AJ....121.3160C,Near-infrared variability,CTT*,     Or* ,83.6590271,-5.088102383,3.209538904646153e+18,2.6726,0.978,18.322447,3.439144,0.067155,371.393738,358.00592,0.3741674773628676
83.64237,-5.08806,208.64137,-19.4038,        Orion Nebula Cluster ,  05343417-0505170  ,2013ApJS..208...28S,H alpha emission,WTT*,         ,83.6423773,-5.088044657,3.2095389046462387e+18,2.4897,1.046,16.357046,2.820057,0.06113,395.432709,396.822754,0.4016548178495401
83.62442,-5.06814,208.61394,-19.41069,        Orion Nebula Cluster ,  05342986-0504053  ,2013ApJS..208...28S,H alpha emission,WTT*,         ,83.62445041,-5.068148686,3.2095391795240627e+18,2.5525,1.031,15.646241,2.489772,0.113445,383.319336,385.559631,0.3917727717923604
