RAJ2000,DEJ2000,l,b,SFR,Name,Ref,Method,YSOtype,vartype,RAGdeg,DEGdeg,GaiaDR3,plx,ruwe,Gmag,BP-RP,angDist,rgeo,rpgeo
245.37343,-21.48439,354.582,19.69313,  Upper Scorpius Association ,  16212961-2129038  ,2015MNRAS.448.2737R,spectroscopy,WTT*,     rot ,245.3734081,-21.48437025,6052132498058667392,7.1643,1.036,15.691112,3.533026,0.102248,138.134293,138.282593
246.03928,-21.5687,354.94757,19.17167,  Upper Scorpius Association ,  16240942-2134075  ,2015MNRAS.448.2737R,spectroscopy,WTT*,     rot ,246.0393066,-21.56868879,6052165620844261760,7.791,1.177,14.728035,3.080988,0.097659,127.310234,127.231468
245.72826,-21.63592,354.69244,19.34524,  Upper Scorpius Association ,  16225479-2138091  ,2015MNRAS.448.2737R,spectroscopy,WTT*,     rot ,245.7282356,-21.63590577,6052205065824347776,7.2629,1.493,14.005924,2.743031,0.096406,136.645813,136.660553
245.52747,-21.45247,354.70801,19.60662,  Upper Scorpius Association ,  16220658-2127089  ,2015MNRAS.448.2737R,spectroscopy,WTT*,         ,245.5274237,-21.45247176,6052223688802577664,7.5979,1.171,14.31399,2.900393,0.155147,130.591599,130.590561
245.52449,-21.36544,354.77551,19.66613,  Upper Scorpius Association ,  16220587-2121556  ,2015MNRAS.448.2737R,spectroscopy,WTT*,     rot ,245.5245109,-21.36544089,6052227537093294976,7.612,1.181,13.710787,2.465303,0.070168,130.538239,130.451111
247.45251,-21.86972,355.60934,17.97968,  Upper Scorpius Association ,      V* V2505 Oph  ,2008hsf2.book..235P,X-ray+spectroscopy,WTT*,         ,247.4528866,-21.86998023,6052280004416392320,6.9009,1.115,10.846521,1.643511,0.388,144.167007,144.160858
247.45322,-21.6192,355.81085,18.14112,  Upper Scorpius Association ,  16294879-2137086  ,2008ApJ...688..377S,X-ray+spectroscopy,WTT*,         ,247.4532904,-21.61911843,6052302853642527616,7.3391,3.295,16.276209,3.661413,0.376526,134.956055,133.59346
248.19691,-20.99381,356.78317,18.0116,  Upper Scorpius Association ,  16324727-2059375  ,2008ApJ...688..377S,X-ray+spectroscopy,WTT*,         ,248.1969517,-20.99377356,6052442594697817600,7.3761,1.025,17.26031,3.839693,0.192019,134.715973,134.567184
246.66359,-21.22928,355.62131,18.95357,  Upper Scorpius Association ,  16263926-2113453  ,2018AJ....156...76L,spectroscopy,CTT*,         ,246.6635338,-21.22934669,6052562029145268864,,,15.961991,3.748874,0.305399,,
246.80119,-20.93718,355.9444,19.04571,  Upper Scorpius Association ,  16271229-2056136  ,2018AJ....156...76L,spectroscopy,CTT*,         ,246.8012259,-20.93713097,6052584874073628416,6.2457,0.997,19.878881,3.034353,0.213757,163.08902,163.057663
185.22704,-64.95672,299.70639,-2.27634,             Centaurus-Lupus ,1RXS J122050.8-6457 ,2008hsf2.book..235P,X-ray+spectroscopy,PTT*,         ,185.2271176,-64.95670883,6053025507724358784,9.3857,0.999,10.546327,1.38046,0.124851,106.331131,106.382935
184.84004,-64.90281,299.53696,-2.24272,             Centaurus-Lupus ,            MML 13  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,184.8401575,-64.90286707,6053028978057952256,9.262,11.186,9.695538,1.273619,0.272759,107.853531,107.705811
187.10582,-63.34969,300.35449,-0.59317,             Centaurus-Lupus ,1RXS J122823.4-6321 ,2008hsf2.book..235P,spectroscopy,PTT*,         ,187.1058108,-63.34964946,6053744657018593280,9.3082,0.877,9.117712,0.997281,0.146715,107.307663,107.277397
185.59651,-63.28802,299.67397,-0.60018,                        Crux ,          Hen 2-80  ,1994A&AS..104..315T,spectroscopy,HAeBe,         ,185.5965814,-63.2880057,6053784647417889280,-1.8177,19.09,12.782062,1.469579,0.126542,10154.0361,6522.73584
181.20366,-64.16542,297.87866,-1.75206,             Centaurus-Lupus ,             MML 3  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,181.2035947,-64.1653963,6054046850929570560,9.8917,0.816,9.244187,0.901177,0.133364,100.930832,100.968781
183.82729,-63.42503,298.90417,-0.83617,             Centaurus-Lupus ,         HD 106506  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,183.8273072,-63.42509193,6054163296087784960,9.3383,0.897,8.284658,0.814071,0.224653,106.923164,106.899483
183.48749,-62.92025,298.68051,-0.35836,             Centaurus-Lupus ,1RXS J121356.3-6255 ,2008hsf2.book..235P,X-ray+spectroscopy,PTT*,         ,183.4875234,-62.92025681,6054414843716969344,9.5489,0.794,10.833026,1.436379,0.059948,104.508812,104.540672
183.20375,-62.5088,298.49133,0.02948,             Centaurus-Lupus ,1RXS J121248.7-6230 ,2008hsf2.book..235P,X-ray+spectroscopy,PTT*,         ,183.2033829,-62.50888073,6054488059982875392,,,11.352208,1.661314,0.675693,,
183.86758,-62.53908,298.79877,0.04368,             Centaurus-Lupus ,         HD 106538  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,183.8677737,-62.53904763,6054493694983536384,9.3681,0.926,8.989941,0.66355,0.342016,106.621979,106.54631
194.03917,-61.45711,303.49573,1.40947,             Centaurus-Lupus ,1RXS J125609.4-6127 ,2008hsf2.book..235P,X-ray+spectroscopy,PTT*,         ,194.0391508,-61.45707596,6055724499479516544,12.8488,0.975,9.161878,1.003214,0.126895,77.7278595,77.7243805
192.17662,-59.9097,302.58907,2.96022,             Centaurus-Lupus ,         Hen 3-823  ,1994A&AS..104..315T,spectroscopy,HAeBe,         ,192.1766291,-59.90970622,6056678497650355328,0.6456,3.547,10.234678,0.409578,0.027787,1550.56335,1510.68018
192.229,-59.82989,302.61462,3.04031,             Centaurus-Lupus ,          [PF96] 4  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,192.2289816,-59.82989908,6056690729718614272,10.6551,1.081,12.734581,2.358557,0.046682,93.8444519,93.8278275
192.13133,-59.74703,302.56451,3.12264,             Centaurus-Lupus ,          [PF96] 3  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,192.1313944,-59.74702527,6056695059045701120,10.7685,6.814,10.468726,1.751334,0.118128,92.8574982,92.7245636
191.6707,-59.52858,302.32809,3.3376,             Centaurus-Lupus ,          [PF96] 1  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,191.6707606,-59.52859482,6056736531254200064,7.6257,35.778,13.302544,2.625272,0.122863,130.097504,138.778259
192.35153,-59.21978,302.67145,3.65094,             Centaurus-Lupus ,          [PF96] 6  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,192.351586,-59.2197992,6056768210935590656,8.8122,1.329,12.451139,1.942991,0.124102,113.470657,113.478645
181.9265,-62.45783,297.90067,-0.01405,             Centaurus-Lupus ,1RXS J120741.4-6227 ,2008hsf2.book..235P,X-ray+spectroscopy,PTT*,         ,181.926546,-62.45780724,6057456092878899072,8.9614,0.799,10.525362,1.32431,0.112149,111.394676,111.338478
184.61508,-59.72022,298.78033,2.88544,             Centaurus-Lupus ,            MML 11  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,184.6152908,-59.72028521,6059120375521329536,9.0819,2.681,10.455303,1.296454,0.448874,109.841393,109.84436
184.44792,-59.73306,298.6983,2.86181,             Centaurus-Lupus ,     GSC 8645-1401  ,2003AJ....126.2971V,spectroscopy,HAeBe,         ,184.4479261,-59.7330693,6059122810733714432,0.5395,1.535,12.829108,1.676692,0.03525,1825.80249,1837.79028
191.10049,-58.92267,302.02191,3.93665,             Centaurus-Lupus ,1RXS J124423.9-5854 ,2008hsf2.book..235P,X-ray+spectroscopy,PTT*,         ,191.1004528,-58.9226715,6059825467381589888,9.1305,2.123,9.78619,1.255879,0.069255,109.339096,109.334335
189.64816,-59.27883,301.28885,3.55193,             Centaurus-Lupus ,1RXS J123834.9-5916 ,2008hsf2.book..235P,spectroscopy,PTT*,         ,189.6481729,-59.27886841,6059887422284508800,10.0477,1.05,11.240363,1.387054,0.140287,99.3686218,99.3695602
190.32584,-58.43217,301.6019,4.4134,             Centaurus-Lupus ,            MML 22  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,190.325737,-58.43221552,6059997201683638016,9.3861,5.199,9.621331,0.957068,0.25411,106.676025,106.247627
189.90817,-57.52794,301.34106,5.30734,             Centaurus-Lupus ,            MML 21  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,189.9081431,-57.52794318,6061045208061223680,8.8611,0.804,9.965316,1.027756,0.053259,112.594711,112.629868
192.20074,-56.59383,302.56705,6.27605,             Centaurus-Lupus ,            MML 26  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,192.2007477,-56.59383892,6061376298490107520,7.715,0.919,10.135685,0.983313,0.035556,129.226669,129.273621
198.36708,-60.01236,305.68466,2.74159,             Centaurus-Lupus ,1RXS J131327.3-6000 ,2008hsf2.book..235P,X-ray+spectroscopy,PTT*,         ,198.3671014,-60.0124095,6061871594149348480,8.0345,0.813,9.873419,0.792195,0.182305,124.175407,124.161232
205.86887,-54.61205,310.48746,7.49453,             Centaurus-Lupus ,            MML 37  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,205.8688783,-54.61207911,6064650506677950848,10.9997,1.075,9.137575,0.872395,0.106226,90.7847366,90.7410126
206.48329,-52.37375,311.31836,9.6084,             Centaurus-Lupus ,1RXS J134555.2-5222 ,2008hsf2.book..235P,X-ray+spectroscopy,PTT*,         ,206.4832933,-52.37374507,6066188512972304768,8.5604,0.924,10.81058,1.283425,0.019177,116.552307,116.48661
195.65633,-54.99361,304.55112,7.84296,             Centaurus-Lupus ,            MML 29  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,195.6563586,-54.99357649,6067570809548679168,7.2812,0.94,10.040971,0.864838,0.134364,136.854568,136.919403
199.48726,-53.29894,306.9408,9.36633,             Centaurus-Lupus ,            MML 32  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,199.4872483,-53.29896197,6068150149097373568,5.2692,5.196,10.161101,0.952526,0.082993,189.091293,189.574432
203.58441,-52.67667,309.50378,9.64681,             Centaurus-Lupus ,            MML 35  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,203.5844133,-52.67670014,6069025016752691968,8.8949,1.224,9.157009,0.876175,0.108739,112.088272,112.192696
202.97333,-51.22583,309.36743,11.13971,             Centaurus-Lupus ,         HIP 66001  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,202.9733606,-51.22590557,6069964029740148352,7.3144,7.234,9.643617,0.979148,0.280649,136.263016,136.109467
182.42433,-58.9125,297.55548,3.52284,             Centaurus-Lupus ,             MML 5  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,182.4244121,-58.91251712,6071087597518919040,9.4829,0.909,10.038877,1.196021,0.164566,105.310707,105.27903
182.88092,-58.28147,297.69095,4.18354,             Centaurus-Lupus ,             MML 6  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,182.8809269,-58.28145359,6071307396762179200,9.0231,0.754,9.932866,1.097878,0.06051,110.607437,110.609566
184.74176,-57.62197,298.57883,4.97507,             Centaurus-Lupus ,            MML 12  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,184.7417667,-57.62198506,6071727753787733120,9.1259,7.817,9.564868,1.198892,0.055741,109.186363,109.233215
181.55634,-57.038,296.78394,5.29307,             Centaurus-Lupus ,             MML 4  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,181.5563673,-57.03799171,6072379626754219648,6.8326,0.838,10.430863,0.971481,0.061287,145.939987,146.01062
185.91718,-56.2757,299.06003,6.38715,             Centaurus-Lupus ,            MML 18  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,185.9171948,-56.27570809,6072611417538844288,9.0469,0.81,10.534833,1.226393,0.041506,110.260315,110.316277
187.16687,-55.45536,299.68137,7.27261,             Centaurus-Lupus ,         HIP 60885  ,2008hsf2.book..235P,X-ray+spectroscopy,PTT*,         ,187.1668909,-55.45537083,6072808986031310208,8.2832,1.216,8.775451,0.811948,0.057805,120.451004,120.394089
184.00475,-56.23522,297.99429,6.29659,             Centaurus-Lupus ,1RXS J121601.8-5614 ,2008hsf2.book..235P,X-ray+spectroscopy,PTT*,         ,184.0048447,-56.23528441,6072893029952309632,7.5852,6.768,10.685338,1.524299,0.299414,131.599976,130.951019
188.39088,-57.23517,300.50388,5.55229,             Centaurus-Lupus ,1RXS J123332.4-5713 ,2008hsf2.book..235P,X-ray+spectroscopy,PTT*,         ,188.3908851,-57.23515659,6073105991611649024,9.7979,0.873,10.47762,1.255825,0.049257,101.860565,101.85025
191.951,-54.52522,302.39908,8.34277,             Centaurus-Lupus ,1RXS J124747.8-5431 ,2008hsf2.book..235P,X-ray+spectroscopy,PTT*,         ,191.9510407,-54.52519733,6073980172067600640,8.4486,10.317,11.155999,1.72861,0.117916,117.751892,117.873245
189.24562,-54.20494,300.79507,8.60682,             Centaurus-Lupus ,            MML 20  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,189.2456905,-54.2050002,6074563978391541888,8.6362,0.8,10.131341,1.092708,0.262621,115.537971,115.546425
191.45351,-54.18286,302.09967,8.6798,             Centaurus-Lupus ,1RXS J124547.1-5411 ,2008hsf2.book..235P,X-ray+spectroscopy,PTT*,         ,191.4534756,-54.18292179,6074796250199371648,9.0285,1.2,10.998325,1.265331,0.23398,110.521683,110.43779
192.71428,-51.94314,302.84076,10.92851,             Centaurus-Lupus ,1RXS J125051.3-5156 ,2008hsf2.book..235P,X-ray+spectroscopy,PTT*,         ,192.7143225,-51.94314634,6075310478057303936,9.1631,1.349,11.470925,1.580156,0.097015,108.962532,108.927193
183.71788,-55.78436,297.7709,6.72054,             Centaurus-Lupus ,            MML 10  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,183.7179523,-55.78434258,6075548419252913152,8.7609,0.937,9.55911,1.067069,0.159318,113.943222,113.947098
183.14905,-55.34092,297.3848,7.11194,             Centaurus-Lupus ,             MML 8  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,183.1489996,-55.34091477,6075815841096386816,8.8899,0.859,10.242618,1.157247,0.104883,112.266304,112.218727
186.08604,-54.73167,298.9892,7.93254,             Centaurus-Lupus ,1RXS J122421.0-5443 ,2008hsf2.book..235P,X-ray+spectroscopy,PTT*,         ,186.0861616,-54.73190341,6076080033122502528,6.6981,0.932,10.227666,0.93552,0.877467,148.839569,148.821655
185.63841,-53.56358,298.59622,9.06484,             Centaurus-Lupus ,            MML 17  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,185.6384709,-53.56360454,6076435072302030976,7.1454,0.953,9.243378,0.838544,0.157413,139.614731,139.684921
185.31866,-53.29583,298.37311,9.30872,             Centaurus-Lupus ,            MML 14  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,185.3186626,-53.29582465,6077114158167878016,8.8947,1,9.266377,0.889115,0.02008,112.156021,112.191559
186.70175,-52.25195,299.10333,10.43661,             Centaurus-Lupus ,1RXS J122648.5-5214 ,2008hsf2.book..235P,X-ray+spectroscopy,PTT*,         ,186.7018065,-52.25200683,6077322206383021568,9.9037,4.69,11.199472,1.695395,0.239476,100.823105,101.101967
185.28366,-52.20628,298.22037,10.38803,             Centaurus-Lupus ,1RXS J122108.0-5212 ,2008hsf2.book..235P,spectroscopy,PTT*,         ,185.283676,-52.20630656,6077461328965244160,9.0761,1.24,11.359334,1.536847,0.1019,109.957024,109.995224
190.19434,-52.18461,301.26959,10.65273,             Centaurus-Lupus ,1RXS J124046.9-5211 ,2008hsf2.book..235P,X-ray+spectroscopy,PTT*,         ,190.1943004,-52.18461927,6078074169253752064,6.8588,5.857,11.633345,1.296554,0.09346,145.398499,145.734451
191.96608,-51.44395,302.36383,11.42386,             Centaurus-Lupus ,         HIP 62445  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,191.9661383,-51.4439466,6078309189863610880,8.2767,6.269,9.15944,1.043767,0.131483,120.749359,120.450119
187.62321,-52.37414,299.68491,10.36551,             Centaurus-Lupus ,1RXS J123031.1-5222 ,2008hsf2.book..235P,X-ray+spectroscopy,PTT*,         ,187.6232651,-52.374158,6078760195785278208,8.6435,1.353,11.255401,1.401048,0.137434,115.439148,115.460869
189.07364,-50.7117,300.48132,12.08798,             Centaurus-Lupus ,1RXS J123620.3-5042 ,2008hsf2.book..235P,X-ray+spectroscopy,PTT*,         ,189.0736828,-50.71169216,6079187145591732864,8.926,1.089,11.055717,1.358195,0.101516,111.814339,111.696846
192.58212,-49.86356,302.74841,13.0078,             Centaurus-Lupus ,         HIP 62657  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,192.5821598,-49.86360054,6079490168425944448,9.255,0.965,8.826041,0.622545,0.172684,107.804626,107.819565
195.46121,-53.08281,304.51727,9.7569,             Centaurus-Lupus ,            MML 28  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,195.4612421,-53.08282296,6080177569354209024,8.5147,0.954,10.975632,1.236235,0.083594,117.070648,117.159325
196.66718,-51.99406,305.31775,10.80712,             Centaurus-Lupus ,            MML 30  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,196.6671803,-51.99406084,6080364825623490688,8.7234,0.923,10.299483,1.127836,0.003075,114.349548,114.342499
198.59926,-50.9005,306.62643,11.80648,             Centaurus-Lupus ,            MML 31  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,198.5993239,-50.90054034,6080820298315369088,7.1629,1.177,10.072816,1.073076,0.205299,139.184448,139.183533
194.49071,-52.61517,303.93829,10.24383,             Centaurus-Lupus ,         HIP 63272  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,194.4907678,-52.61515449,6080990452045625984,8.0499,1.201,8.337785,0.484985,0.138187,123.689522,123.892845
196.73834,-49.90736,305.49344,12.88721,             Centaurus-Lupus ,        HD 113791B  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,196.7383071,-49.90736716,6081530720270030208,6.5979,1.074,9.275889,0.716728,0.080578,151.141907,151.144257
201.77475,-48.93834,308.94168,13.51684,             Centaurus-Lupus ,1RXS J132706.3-4856 ,2008hsf2.book..235P,spectroscopy,PTT*,         ,201.774794,-48.93836427,6082617587508723200,10.2952,1.317,10.389702,1.394075,0.135946,96.8696289,96.8448944
201.4493,-48.24936,308.82111,14.22911,             Centaurus-Lupus ,         HIP 65517  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,201.4493007,-48.24940182,6083457996661174784,10.2439,0.903,9.591238,0.84615,0.150578,97.3839798,97.354187
200.89946,-47.31297,308.57132,15.20633,             Centaurus-Lupus ,1RXS J132336.3-4718 ,2008hsf2.book..235P,X-ray+spectroscopy,PTT*,         ,200.8994941,-47.31295207,6083750638577673088,7.7109,5.282,10.802398,1.387286,0.105259,129.539505,128.986404
195.32391,-48.88792,304.60135,13.95187,             Centaurus-Lupus ,         Hen 3-847  ,1994A&AS..104..315T,spectroscopy,HAeBe,         ,,,,,,,,,,
196.57437,-48.46267,305.47351,14.33574,             Centaurus-Lupus ,        HD 113703B  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,196.5743312,-48.46262201,6085229408665620864,7.965,1.019,10.460865,1.136725,0.19602,125.210785,125.179741
200.18912,-46.19381,308.21329,16.37707,             Centaurus-Lupus ,      V* V1267 Cen  ,2008hsf2.book..235P,spectroscopy,WTT*,     rot ,200.1891155,-46.19380874,6087056870007363840,7.889,1.016,11.764919,1.610497,0.012038,126.488228,126.451157
200.51859,-45.05642,308.59662,17.4781,             Centaurus-Lupus ,            MML 33  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,200.5186212,-45.05643735,6087936646808252672,6.9349,1.102,9.950632,0.803356,0.10104,143.723068,143.708054
198.27975,-45.62883,306.89438,17.07604,             Centaurus-Lupus ,1RXS J131306.7-4537 ,2008hsf2.book..235P,X-ray+spectroscopy,PTT*,         ,198.2797326,-45.62879756,6088027047281877120,7.161,6.165,11.330558,1.569858,0.124765,139.075348,139.460541
200.40509,-44.36439,308.60245,18.17479,             Centaurus-Lupus ,      V* V1268 Cen  ,2008hsf2.book..235P,spectroscopy,WTT*,     rot ,200.4050801,-44.36440603,6088207126668624384,10.1728,11.31,12.132048,2.027128,0.063055,98.084137,100.226349
216.77316,-47.23936,319.30975,12.56776,       Upper Centaurus-Lupus ,            MML 43  ,2008hsf2.book..235P,spectroscopy,WTT*,         ,216.7731487,-47.2393746,6092201450556437632,8.3423,1.021,10.440303,1.052354,0.059377,119.436043,119.496727
206.96059,-49.03489,312.35931,12.80164,       Upper Centaurus-Lupus ,            MML 38  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,206.960632,-49.03488471,6094529696485204864,7.1416,4.252,10.629584,1.070504,0.101024,139.293411,139.559738
208.19917,-46.73589,313.74271,14.84385,       Upper Centaurus-Lupus ,            MML 39  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,208.1991234,-46.73588985,6095416422554713728,7.8638,20.287,9.531387,0.814736,0.115065,127.924973,126.810127
212.26488,-44.64561,317.17264,16.06915,       Upper Centaurus-Lupus ,            MML 41  ,2008hsf2.book..235P,spectroscopy,WTT*,         ,212.2648942,-44.64564548,6097014287827105792,6.9911,1.111,9.30105,0.784466,0.132777,142.638382,142.440521
221.48416,-44.87627,323.35776,13.40654,       Upper Centaurus-Lupus ,        HD 129791B  ,2008hsf2.book..235P,spectroscopy,WTT*,         ,221.48419,-44.87630027,6098637987327725824,8.0271,1.149,12.256157,1.62462,0.133237,124.525299,124.463928
217.0387,-44.23819,320.64243,15.28227,       Upper Centaurus-Lupus ,            MML 44  ,2008hsf2.book..235P,spectroscopy,WTT*,         ,217.0387369,-44.23819173,6099512000288926208,8.3421,1.134,9.631029,0.991349,0.095376,119.522171,119.493309
223.17493,-41.69867,325.97699,15.68335,       Upper Centaurus-Lupus ,            MML 51  ,2008hsf2.book..235P,spectroscopy,WTT*,         ,223.1749287,-41.69867959,6101033170325458560,7.1425,3.63,10.750646,1.343937,0.034706,139.191513,139.345291
219.26758,-41.75078,323.2254,16.92094,       Upper Centaurus-Lupus ,            MML 46  ,2008hsf2.book..235P,spectroscopy,WTT*,         ,219.2674949,-41.75088915,6103129393543230592,,,10.142665,0.89936,0.454553,,
217.0807,-42.32614,321.4281,17.03938,       Upper Centaurus-Lupus ,            MML 45  ,2008hsf2.book..235P,spectroscopy,WTT*,         ,217.0806964,-42.32613883,6103240203697723392,7.2903,1.085,10.123561,0.939485,0.010382,136.698212,136.641388
205.10641,-46.56428,311.63611,15.47789,             Centaurus-Lupus ,1RXS J134025.6-4633 ,2008hsf2.book..235P,spectroscopy,PTT*,         ,205.1064303,-46.56426277,6107254005256375040,6.8954,13.649,11.251485,1.508749,0.07978,144.781967,146.274918
210.58633,-41.74747,316.8508,19.19986,       Upper Centaurus-Lupus ,            MML 40  ,2008hsf2.book..235P,spectroscopy,WTT*,     dip ,210.5863619,-41.74745544,6110461521194069120,7.3697,1.023,10.379963,1.079815,0.100367,135.177078,135.159927
203.63284,-42.15847,311.41174,20.00263,             Centaurus-Lupus ,1RXS J133432.2-4209 ,2008hsf2.book..235P,X-ray+spectroscopy,PTT*,         ,203.6328668,-42.15852508,6112637935742759680,10.7907,0.877,10.170118,1.212745,0.210827,92.4139252,92.4188385
204.48875,-41.5783,312.1933,20.45541,       Upper Centaurus-Lupus ,            MML 36  ,2008hsf2.book..235P,spectroscopy,PTT*,         ,204.4887264,-41.57830507,6112762833391909760,10.2196,0.992,9.80577,1.087092,0.066056,97.6094284,97.5718536
209.29726,-40.04298,316.35944,21.1082,           Gum Nebula: CG 12 ,CXOU J135711.3-4002 ,2008ApJ...673..331G,X-ray+opt+NIR photometry,TT*,         ,209.2971969,-40.042947,6113841832256080256,1.4636,1.062,13.518106,1.335912,0.210521,664.387939,669.360168
209.30014,-40.01396,316.37012,21.13555,           Gum Nebula: CG 12 ,CXOU J135712.0-4000 ,2008ApJ...673..331G,X-ray+opt+NIR photometry,TT*,         ,209.3001475,-40.01402687,6113842038414511872,1.4793,1.128,15.424008,1.823047,0.241603,658.08667,654.963318
209.27533,-39.97285,316.3624,21.18026,           Gum Nebula: CG 12 ,CXOU J135706.0-3958 ,2008ApJ...673..331G,X-ray+opt+NIR photometry,TT*,         ,209.2751964,-39.97299593,6113843064904185856,2.0018,1.419,20.967844,1.575741,0.641791,1431.46338,5429.83252
209.18517,-40.00116,316.28287,21.17158,           Gum Nebula: CG 12 ,CXOU J135644.4-4000 ,2008ApJ...673..331G,X-ray+opt+NIR photometry,TT*,         ,209.1849947,-40.00103923,6113845508742419456,0.8309,1.019,20.539593,0.829081,0.650185,2452.15576,12610.2285
208.92987,-39.99184,316.08334,21.23265,           Gum Nebula: CG 12 ,CXOU J135543.1-3959 ,2008ApJ...673..331G,X-ray+opt+NIR photometry,TT*,         ,208.9298769,-39.99188065,6113886843512788224,-0.2178,1.021,19.616493,0.790298,0.147572,5220.73779,9440.76953
208.93384,-39.97172,316.09219,21.25125,           Gum Nebula: CG 12 ,CXOU J135544.1-3958 ,2008ApJ...673..331G,X-ray+opt+NIR photometry,TT*,         ,208.933937,-39.97178755,6113886877872535296,5.4336,1.191,12.559787,1.178713,0.361693,183.389206,183.492371
209.60664,-39.97195,316.6246,21.11199,           Gum Nebula: CG 12 ,CXOU J135825.5-3958 ,2008ApJ...673..331G,X-ray+opt+NIR photometry,TT*,         ,209.6069168,-39.9720655,6114203674660255104,2.3874,1.039,17.819698,2.54781,0.86945,411.183716,414.196655
209.47707,-40.0751,316.49207,21.03995,           Gum Nebula: CG 12 ,CXOU J135754.4-4004 ,2008ApJ...673..331G,X-ray+opt+NIR photometry,TT*,         ,209.4770037,-40.07510326,6114204018257623936,1.4196,2.474,14.371832,1.917886,0.183032,681.320129,688.75647
209.42232,-40.08403,316.44626,21.04276,           Gum Nebula: CG 12 ,CXOU J135741.3-4005 ,2008ApJ...673..331G,X-ray+opt+NIR photometry,TT*,         ,209.4223341,-40.08412848,6114204117033719808,1.7583,1.165,18.205406,2.87056,0.356662,584.509521,603.707703
209.48357,-40.07187,316.49814,21.0417,           Gum Nebula: CG 12 ,CXOU J135756.0-4004 ,2008ApJ...673..331G,X-ray+opt+NIR photometry,TT*,         ,209.4834028,-40.07202539,6114204396214746240,1.5104,1.524,10.089885,0.244853,0.72472,653.325867,645.768921
209.41017,-40.06325,316.44275,21.06528,           Gum Nebula: CG 12 ,CXOU J135738.4-4003 ,2008ApJ...673..331G,X-ray+opt+NIR photometry,TT*,         ,209.4101277,-40.06325218,6114204976027187712,1.6975,0.974,19.179111,3.561577,0.116734,606.110962,469.758392
209.41739,-40.05696,316.45026,21.06984,           Gum Nebula: CG 12 ,CXOU J135740.1-4003 ,2008ApJ...673..331G,X-ray+opt+NIR photometry,TT*,         ,209.4174389,-40.05698246,6114204980330300928,1.307,1.061,17.161339,2.414614,0.157124,757.91687,746.467896
209.42873,-40.04097,316.46387,21.08286,           Gum Nebula: CG 12 ,CXOU J135742.8-4002 ,2008ApJ...673..331G,X-ray+opt+NIR photometry,TT*,         ,209.4286942,-40.04096977,6114205117769256448,1.4233,0.952,15.327419,1.683792,0.098572,685.440857,685.795532
209.438,-40.01863,316.47772,21.10243,           Gum Nebula: CG 12 ,CXOU J135745.1-4001 ,2008ApJ...673..331G,X-ray+opt+NIR photometry,TT*,         ,209.4379642,-40.01866516,6114205495726381568,1.2863,1.068,15.095833,1.979486,0.160553,748.990051,752.490906
209.48212,-39.98979,316.521,21.12097,           Gum Nebula: CG 12 ,CXOU J135755.7-3959 ,2008ApJ...673..331G,X-ray+opt+NIR photometry,TT*,         ,209.4820226,-39.98974546,6114205667525079168,1.3335,1.028,17.73283,3.126406,0.312955,752.360413,688.956299
